Name,Price,Price (Value),City,Full Location,Bedrooms,Area,Bathroom
(ViP Location) 5.5 Marla Tripple Story House Forsale,"Rs.  21,000,000",21000000, Rawalpindi,"Range Road, Rawalpindi",5,5 Marla,5
Prime Location,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Well-constructed House Available For sale In Main Boulevard Gulberg,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Centrally Located House In Main Boulevard Gulberg Is Available For sale,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Spacious House Is Available For sale In Ideal Location Of Main Boulevard Gulberg,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Main Boulevard Gulberg House Sized 9 Marla For sale,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
9 Marla House Situated In Main Boulevard Gulberg For sale,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Main Boulevard Gulberg House For sale Sized 9 Marla,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Get In Touch Now To Buy A 9 Marla House In Lahore,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
Stunning and affordable House available for sale in Main Boulevard Gulberg,"Rs.  1,000,000,000",1000000000, Lahore,"Main Boulevard Gulberg, Lahore",1,9 Marla,1
10 MARLA BEAUTIFUL MODERN HOUSE FOR SALE IN DHA PHASE 5,"Rs.  49,000,000",49000000, Lahore,"DHA Phase 5 - Block D, Lahore",4,10 Marla,5
FACING PARK & CORNER 10 MARLA HOUSE FOR SALE IN DHA PHASE 5,"Rs.  54,500,000",54500000, Lahore,"DHA Phase 5 - Block D, Lahore",4,10 Marla,5
10 MARLA BEAUTIFUL HOUSE FOR SALE IN DHA PHASE 5,"Rs.  53,500,000",53500000, Lahore,"DHA Phase 5 - Block L, Lahore",4,10 Marla,5
10 MARLA USED HOUSE FOR SALE IN DHA PHASE 5,"Rs.  45,000,000",45000000, Lahore,"DHA Phase 6 - Block A, Lahore",5,10 Marla,6
Modern 1 Kanal House in DHA Lahore,"Rs.  83,500,000",83500000, Lahore,"DHA Phase 7 - Block S, Lahore",5,20 Marla,6
"House For sale In Rs. 20,000,000","Rs.  20,000,000",20000000, Okara,"2/4-L Road, Okara",5,7 Marla,6
5 Marla Brand New Luxury House For Sale Owner Build,"Rs.  22,000,000",22000000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,5 Marla,4
sasta tarin house for sale in bahria town lahore,"Rs.  17,000,000",17000000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,4 Marla,3
Beautiful New House in DHA Phase 6,"Rs.  115,000,000",115000000, Lahore,"DHA Phase 6 - Block L, Lahore",5,20 Marla,6
Beautiful 10 Marla Full Basement House in DHA Lahore,"Rs.  52,500,000",52500000, Lahore,"DHA Phase 8 - Ex Air Avenue, Lahore",5,10 Marla,6
Beautiful 10 Marla Corner Facing Park house in DHA phase 5 Lahore,"Rs.  55,000,000",55000000, Lahore,"DHA Phase 5 - Block D, Lahore",5,10 Marla,6
1 Kanal House Is Available For Sale In DHA Phase 6 Block F Lahore,"Rs.  110,000,000",110000000, Lahore,"DHA Phase 6 - Block F, Lahore",5,1 Kanal,6
1 Kanal House Is Available For Sale In DHA Phase 6 Block L Lahore,"Rs.  110,000,000",110000000, Lahore,"DHA Phase 6 - Block L, Lahore",5,1 Kanal,6
3 Marla Brand New House For Sale in Near Wapda Town Lahore.,"Rs.  14,000,000",14000000, Lahore,"Wapda Town, Lahore",4,3 Marla,5
5 Marla Brand New House For Sale Near Wapda Town Lahore.,"Rs.  20,000,000",20000000, Lahore,"Wapda Town, Lahore",4,5 Marla,5
8 Marla Corner Brand New House For Sale Near Wapda Town Lahore.,"Rs.  31,000,000",31000000, Lahore,"Wapda Town, Lahore",6,8 Marla,6
10 Marla Brand New House For Sale Near Wapda Town Gulshan-E-Lahore Main 65 Feet Road.,"Rs.  42,500,000",42500000, Lahore,"Wapda Town, Lahore",6,10 Marla,6
1 Kanal Brand New House For Sale In Tariq Garden Near Wapda Town Lahore.,"Rs.  60,000,000",60000000, Lahore,"Tariq Gardens, Lahore",5,1 Kanal,6
Prime Location,"Rs.  7,500,000",7500000, Lahore,"Moeez Town, Lahore",1,3 Marla,1
Prime Location,"Rs.  8,500,000",8500000, Lahore,"Aamir Town, Lahore",1,3 Marla,1
Prime Location,"Rs.  4,500,000",4500000, Lahore,"Aamir Town, Lahore",1,1 Marla,1
3 Years Installment Plus Cash Based 5 Marla Spanish House In Park View City Lahore,"Rs.  20,000,000",20000000, Lahore,"Park View Villas, Lahore",3,5 Marla,3
A House Of 4 Marla In Rawalpindi,"Rs.  9,200,000",9200000, Rawalpindi,"Wakeel Colony, Rawalpindi",3,4 Marla,3
Prime Location,"Rs.  28,000,000",28000000, Multan,"DHA Villas, Multan",5,12 Marla,5
Prime Location,"Rs.  28,300,000",28300000, Multan,"DHA Villas, Multan",5,12 Marla,5
Prime Location,"Rs.  28,500,000",28500000, Multan,"DHA Villas, Multan",5,12 Marla,5
Prime Location,"Rs.  28,800,000",28800000, Multan,"DHA Villas, Multan",5,12 Marla,5
Prime Location,"Rs.  29,000,000",29000000, Multan,"DHA Villas, Multan",5,12 Marla,5
Prime Location,"Rs.  25,000,000",25000000, Multan,"Askari 3, Multan",4,12 Marla,4
Prime Location,"Rs.  25,300,000",25300000, Multan,"Askari 3, Multan",4,12 Marla,4
Prime Location,"Rs.  25,500,000",25500000, Multan,"Askari 3, Multan",4,12 Marla,4
Prime Location,"Rs.  25,800,000",25800000, Multan,"Askari 3, Multan",4,12 Marla,4
Prime Location,"Rs.  26,000,000",26000000, Multan,"Askari 3, Multan",4,12 Marla,4
Highly-Desirable Facing Park 10 Marla House Available In Central Park,"Rs.  26,000,000",26000000, Lahore,"Central Park Housing Scheme, Lahore",5,10 Marla,5
1 Kanal Corner House For Sale,"Rs.  80,000,000",80000000, Lahore,"Wapda Town Phase 1, Lahore",6,20 Marla,6
House Of 3 Marla Available In Bedian Road,"Rs.  5,720,000",5720000, Lahore,"Bedian Road, Lahore",2,3 Marla,2
House Of 36 Square Feet Available In Gulberg 2 - Block G,"Rs.  500,000",500000, Lahore,"Gulberg 2 - Block G, Lahore",1,36 SQFT,1
10 Marla beautiful Corner house at best location of Lahore,"Rs.  45,000,000",45000000, Lahore,"Wapda Town Phase 1, Lahore",5,10 Marla,6
In Gulberg 2 - Block G House Sized 36 Square Feet For sale,"Rs.  500,000",500000, Lahore,"Gulberg 2 - Block G, Lahore",1,36 SQFT,1
House Of 36 Square Feet In Gulberg 2 - Block G For sale,"Rs.  500,000",500000, Lahore,"Gulberg 2 - Block G, Lahore",1,36 SQFT,1
Your Dream 36 Square Feet House Is Available In Gulberg 2 - Block G,"Rs.  500,000",500000, Lahore,"Gulberg 2 - Block G, Lahore",1,36 SQFT,1
36 Square Feet House For sale In Gulberg 2 - Block G Lahore,"Rs.  500,000",500000, Lahore,"Gulberg 2 - Block G, Lahore",1,36 SQFT,1
A Good Option For sale Is The House Available In Gulberg 2 - Block G I,"Rs.  500,000",500000, Lahore,"Gulberg 2 - Block G, Lahore",1,36 SQFT,1
Prime Location,"Rs.  23,000,000",23000000, Multan,"DHA Villas, Multan",4,9 Marla,4
Prime Location,"Rs.  25,500,000",25500000, Multan,"DHA Villas, Multan",4,12 Marla,4
5 Marla House For sale In Ali Block Bahria Town Rawalpindi Phase 8 Rs.,"Rs.  16,500,000",16500000, Rawalpindi,"Bahria Town Phase 8 - Ali Block, Rawalpindi",3,5 Marla,4
"1.25 Marla New TRIPPLE STOREY House near Model Town, Capital Road, Che","Rs.  4,500,000",4500000, Sialkot,"Model Town Coop Housing Society, Sialkot",3,1 Marla,2
2 Marla New TRIPPLE STOREY House at CAPITAL ROAD near Model Town.,"Rs.  5,800,000",5800000, Sialkot,"Model Town Coop Housing Society, Sialkot",3,2 Marla,3
"2 Marla New Corner House near Model Town, Capital Road, CHEEMA CHOWK,","Rs.  6,800,000",6800000, Sialkot,"Model Town Coop Housing Society, Sialkot",3,2 Marla,3
2 Marla NEW TRIPPLE STOREY House at DEEN PURA Main Link near Model Tow,"Rs.  6,800,000",6800000, Sialkot,"Model Town Coop Housing Society, Sialkot",2,2 Marla,2
"4 Marla New Tripple Storey House at BOOTA ROAD, RIZWAN COLONY near Mod","Rs.  11,500,000",11500000, Sialkot,"Model Town Coop Housing Society, Sialkot",4,4 Marla,3
4 marla single story house for sale in F block new city phase 2,"Rs.  8,000,000",8000000, Wah,"New City Phase 2, Wah",2,4 Marla,3
1 Kanal Full Basement Modern Design House for sale in DHA Phase 7.,"Rs.  80,000,000",80000000, Lahore,"DHA Phase 7, Lahore",5,1 Kanal,6
8 Marla Prime Location Used House For Sale,"Rs.  28,000,000",28000000, Lahore,"Bahria Town - Umar Block, Lahore",5,"1,800 SQFT",6
Ideal 5 Marla House Available For Sale In Gulshan-e-iqbal Lalazar2.,"Rs.  5,800,000",5800000, Rawalpindi,"Gulshan-e-Iqbal, Rawalpindi",2,5.5 Marla,3
10 Marla Triple Story House For Sale in Wapda Town Gujranwala,"Rs.  27,500,000",27500000, Gujranwala,"Wapda Town - Block C2, Gujranwala",6,10 Marla,5
675 Square Feet House For sale In Tajpura,"Rs.  5,500,000",5500000, Lahore,"Tajpura, Lahore",1,900 SQFT,1
562 Square Feet House In Tajpura For sale,"Rs.  6,000,000",6000000, Lahore,"Tajpura, Lahore",1,562 SQFT,1
Tajpura House Sized 562 Square Feet For sale,"Rs.  5,500,000",5500000, Lahore,"Tajpura, Lahore",1,562 SQFT,1
A 450 Square Feet House In Tajpura Is On The Market For sale,"Rs.  4,500,000",4500000, Lahore,"Tajpura, Lahore",1,450 SQFT,1
2 Kanal Facing Park Beautiful House,"Rs.  110,000,000",110000000, Lahore,"Township - Sector A1, Lahore",5,2 Kanal,5
Well-constructed Brand New House Available For sale In Airport Housing Society - Sector 4,"Rs.  15,500,000",15500000, Rawalpindi,"Airport Housing Society - Sector 4, Rawalpindi",3,6 Marla,3
Single Storey 3 Marla House Available In Rehmat Colony For sale,"Rs.  3,800,000",3800000, Multan,"Rehmat Colony, Multan",2,3 Marla,2
5 Marla Beautiful double story house urgent for Sale in sabzazar,"Rs.  23,000,000",23000000, Lahore,"Sabzazar, Lahore",5,5 Marla,6
House Of 450 Square Feet In Tajpura For sale,"Rs.  4,000,000",4000000, Lahore,"Tajpura, Lahore",1,450 SQFT,1
1 kanal house Beautiful House Fully Renovated House For Sale,"Rs.  52,500,000",52500000, Lahore,"PIA Housing Scheme, Lahore",6,1 Kanal,6
5 Marla House for sale in Pine Avenue,"Rs.  22,000,000",22000000, Lahore,"Al-Hamd Gardens, Lahore",5,5 Marla,6
House For Sale In Bahria Town Lahore,"Rs.  46,000,000",46000000, Lahore,"Golf View Residencia - Phase 1, Lahore",6,10 Marla,6
10 Marla Brand New Double Unit House For Sale Bahira Town Phase 8 Block B,"Rs.  48,000,000",48000000, Rawalpindi,"Bahria Town Phase 8 - Block B, Rawalpindi",5,10 Marla,6
Most Luxurious Modern Bungalow Of 1 Kanal For Sale In Dha Lahore,"Rs.  85,000,000",85000000, Lahore,"DHA Phase 6, Lahore",5,20 Marla,6
3 Years Installment Plus Cash Based 3 Marla House in New Lahore City,"Rs.  9,000,000",9000000, Lahore,"New Lahore City, Lahore",3,3 Marla,3
This Is Your Chance To Buy House In PGECHS Phase 2 Lahore,"Rs.  8,500,000",8500000, Lahore,"PGECHS Phase 2, Lahore",3,2 Marla,3
Most Beautiful 2 Kanal Luxury Villa For Sale In Dha Phase 6,"Rs.  215,000,000",215000000, Lahore,"DHA Phase 6, Lahore",6,2 Kanal,5
Newly Builds 5 Marla House In Ali Block Is Available For Sale.,"Rs.  19,000,000",19000000, Rawalpindi,"Bahria Town Phase 8 - Ali Block, Rawalpindi",4,5 Marla,4
BEACON HOUSE SOCIETY 1 KANAL HOUSE FOR SALE IN,"Rs.  49,800,000",49800000, Lahore,"Lake City, Lahore",6,20 Marla,1
2800 Square Feet House For sale In Media Town,"Rs.  37,500,000",37500000, Rawalpindi,"Media Town, Rawalpindi",6,"2,800 SQFT",6
10 Marla Brand New House Available For Sale,"Rs.  37,000,000",37000000, Lahore,"LDA Avenue, Lahore",6,"2,250 SQFT",6
Highly-coveted 5 Marla House Is Available In Kahna For sale,"Rs.  6,500,000",6500000, Lahore,"Kahna, Lahore",2,5 Marla,3
5 Marla Well Constructed And Beautiful House At Excellent Location Is Available For Sale In Jinnah Block Bahria Town Lahore,"Rs.  21,500,000",21500000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,5 Marla,4
5 MARLA BRAND NEW MOST BEAUTIFUL PRIME LOCATION HOUSE FOR SALE IN NEW LAHORE CITY PH 2 .,"Rs.  12,000,000",12000000, Lahore,"New Lahore City, Lahore",3,5 Marla,3
7 Marla House For sale Is Available In Lalazar,"Rs.  21,000,000",21000000, Rawalpindi,"Lalazar, Rawalpindi",1,7 Marla,1
5 Marla Solid Construction Bungalow in DHA Phase 5 at a Prime Location,"Rs.  24,500,000",24500000, Lahore,"DHA Phase 5, Lahore",3,5 Marla,4
8 Marla Brand New Beautiful and Well Constructed House at Excellent Location is For Sale in Bahria Orchard Low Cost - D Block Lahore,"Rs.  22,500,000",22500000, Lahore,"Low Cost - Block D, Lahore",5,8 Marla,5
Brand New Most Luxurious Modern Bungalow Of 1 Kanal For Sale In Dha Phase 7,"Rs.  62,500,000",62500000, Lahore,"DHA Phase 7, Lahore",6,20 Marla,5
2800 Square Feet House In Media Town For sale,"Rs.  40,000,000",40000000, Rawalpindi,"Media Town, Rawalpindi",6,"2,800 SQFT",6
Your Dream 1 Kanal House Is Available In Bahria Town Phase 2,"Rs.  108,000,000",108000000, Rawalpindi,"Bahria Town Phase 2, Rawalpindi",6,1 Kanal,7
3 Marla Brand New Well Constructed and Beautiful House at Excellent Location For Sale In Al Kabir Town Phase 2 Lahore,"Rs.  14,000,000",14000000, Lahore,"Al-Kabir Town - Phase 2, Lahore",3,3 Marla,4
5 Marla Brand New Double Story House For Sale In Hot Location Jubilee,"Rs.  15,500,000",15500000, Lahore,"Jubilee Town, Lahore",5,5 Marla,6
Gorgeous Brand New 5 Marla House For sale Available In DHA 9 Town - Block C,"Rs.  25,000,000",25000000, Lahore,"DHA 9 Town - Block C, Lahore",3,5 Marla,5
5 Marla House For Sale in DHA Phase 9 Town Block A Lahore,"Rs.  26,000,000",26000000, Lahore,"DHA 9 Town - Block A, Lahore",3,5 Marla,4
5 Years Installment Base 3 Marla Beautiful House In Rehan garden phase 2 at main Ferozepur road Lahore.,"Rs.  9,000,000",9000000, Lahore,"Ferozepur Road, Lahore",3,3 Marla,3
Kanal House Available For Sale in DHA Phase 6 Hot Location.,"Rs.  85,000,000",85000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
10 MARLA SLIGHTLY USED HOUSE IN GOOD CONDITION FOR SALE IN SECTOR B BAHRIA TOWN LAHORE,"Rs.  36,000,000",36000000, Lahore,"Bahria Town - Sector B, Lahore",5,10 Marla,6
Most Beautiful & Unique 1 Kanal House in DHA Phase 19 Crore,"Rs.  187,500,000",187500000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
A House At Affordable Price Awaits You,"Rs.  48,000,000",48000000, Rawalpindi,"Bahria Town Phase 4, Rawalpindi",5,10 Marla,5
Kanal Slightly Use House For Sale in DHA Phase 6 L Block Original Picture.,"Rs.  76,000,000",76000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
4 marla single story house for sale in F block new city phase 2,"Rs.  8,400,000",8400000, Wah,"New City Phase 2, Wah",2,4 Marla,3
3 Years Installment Plus Cash Based 5 Marla Spanish House In Park View City Lahore,"Rs.  17,000,000",17000000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
6 marla brand new spanish double story house with swiming pool for sale in buch villas multan for sale,"Rs.  19,500,000",19500000, Multan,"Buch Executive Villas - Phase 2, Multan",4,6 Marla,5
5 Marla Furnished House For Sale. In Bahria Town Lahore,"Rs.  22,500,000",22500000, Lahore,"Bahria Town, Lahore",3,5 Marla,4
Buy A Centrally Located 4 Marla House In New Metro City,"Rs.  11,500,000",11500000, Sarai Alamgir,"New Metro City, Sarai Alamgir",1,4 Marla,1
1 KANAL ROYAL DESIGN BUNGALOW FOR SALE HOT LOCATION IN PHASE 8,"Rs.  97,500,000",97500000, Lahore,"DHA Phase 8, Lahore",5,1 Kanal,6
12 Marla House for Sale in Main Saddar Rawalpindi,"Rs.  32,500,000",32500000, Rawalpindi,"Saddar, Rawalpindi",4,12 Marla,4
Near To Park View City Book 3 Marla House On 3 Years Easy Installment Plan,"Rs.  9,000,000",9000000, Lahore,"Jazac City, Lahore",3,3 Marla,4
3.75 Marla Corner House For Sale,"Rs.  12,000,000",12000000, Lahore,"Dream Avenue Lahore, Lahore",3,843 SQFT,3
3 Marla beautiful house,"Rs.  8,500,000",8500000, Lahore,"Lahore Medical Housing Society, Lahore",3,3 Marla,3
1 Kanal Modern Stylish House for sale in DHA Phase 7.,"Rs.  71,000,000",71000000, Lahore,"DHA Phase 7, Lahore",5,1 Kanal,6
4 MARLA HOUSE FOR RENT IN PARAGON CITY LAHORE,"Rs.  500,000",500000, Lahore,"Paragon City, Lahore",3,3 Marla,4
3.25 Marla Brand New house,"Rs.  9,000,000",9000000, Lahore,"Green Town, Lahore",3,731 SQFT,4
5 Kanal Royal Palace Architecture By Faisal Rasul Interiors By Sameea Faisal For Sale In Dha Phase 7,"Rs.  650,000,000",650000000, Lahore,"DHA Phase 7 - Block R, Lahore",5,5 Kanal,6
16 Marla House For Sale,"Rs.  37,500,000",37500000, Lahore,"Military Accounts Society - Block A, Lahore",4,16 Marla,5
Brand New 12 Marla Bungalow For Sale Located In Block G Bahria Town Rawalpindi,"Rs.  33,500,000",33500000, Rawalpindi,"Bahria Town Phase 8 - Block G, Rawalpindi",1,12 Marla,1
Full Furnished 3 Beds 5 Marla Brand New Spanish Design House for Sale in SJ Garden Bedian Road,"Rs.  14,800,000",14800000, Lahore,"SJ Garden - Block A, Lahore",3,5 Marla,4
Prime Location 5.5 Marla House In Stunning Citi Housing Society - Bloc,"Rs.  19,000,000",19000000, Sialkot,"Citi Housing Society - Block G, Sialkot",4,5 Marla,5
1 KANAL FULL HOUSE AVAILABLE FOR SALE IN WAPDA TOWN PHASE 1,"Rs.  48,000,000",48000000, Lahore,"Wapda Town Phase 1, Lahore",6,1 Kanal,6
10 Marla Beautifully Renovated House for Urgant Sale,"Rs.  31,000,000",31000000, Rawalpindi,"Tench Bhata, Rawalpindi",6,10 Marla,4
Brand new 5 marla house for sale in Park View Lahore,"Rs.  19,500,000",19500000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
3 Years Installment Plus Cash Based 10 Marla Spanish House In Central Park,"Rs.  30,000,000",30000000, Lahore,"Central Park Housing Scheme, Lahore",5,10 Marla,5
Farm house land,"Rs.  3,500,000",3500000, Lahore,"Barki Road, Lahore",1,1 Kanal,1
08 Marla Brand New House For Sale With Premium Amenities In D Block Bahria Orchard Raiwind Lahore.,"Rs.  23,000,000",23000000, Lahore,"Low Cost - Block D, Lahore",5,8 Marla,6
Get In Touch Now To Buy A 1 Kanal House In Bahria Town Phase 2 Rawalpindi,"Rs.  112,000,000",112000000, Rawalpindi,"Bahria Town Phase 2, Rawalpindi",6,1 Kanal,7
1 KANAL ALMOST BRAND NEW HOUSE PHASE 6 H BLOCK DHA LAHORE,"Rs.  130,000,000",130000000, Lahore,"DHA Phase 6 - Block H, Lahore",5,1 Kanal,1
Iqbal Town 10 Marla Tile Flooring House For Sale At Pak Block,"Rs.  30,000,000",30000000, Lahore,"Allama Iqbal Town, Lahore",4,10 Marla,5
10 marla brandnew house for sale allama iqbal town lahore,"Rs.  65,000,000",65000000, Lahore,"Allama Iqbal Town, Lahore",6,10 Marla,6
4.5 Marla brand new dubble unit house for sale ( Calvary ground extens,"Rs.  20,500,000",20500000, Lahore,"Walton Road, Lahore",3,5 Marla,4
2 Kanal Eye Catching Faisal Rasul Design Classical Villa For Sale In P,"Rs.  285,000,000",285000000, Lahore,"DHA Phase 6 - Block H, Lahore",5,2 Kanal,6
"4 Marla New Trippel Storey House Near Model Town, Capital Road At (riz","Rs.  11,500,000",11500000, Sialkot,"Dinpura, Sialkot",4,4 Marla,3
16 town house sami commercial for sale in Gulberg 5,"Rs.  65,000,000",65000000, Lahore,"Gulberg 5, Lahore",4,16 Marla,5
5 Marla Beautiful Luxurious  Brand new house,"Rs.  19,000,000",19000000, Lahore,"Park View Villas, Lahore",4,5 Marla,4
5 MARLA BRAND NEW ITALIAN DESIGN HOUSE AVAILABLE FOR SALE IN DHA 9 TOWN IN REASONABLE PRICE,"Rs.  21,500,000",21500000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
House In Media Town For sale,"Rs.  29,000,000",29000000, Rawalpindi,"Media Town, Rawalpindi",4,6 Marla,4
6 Marala House for Sale A New House in Sumarzar Adyala,"Rs.  7,500,000",7500000, Rawalpindi,"Samarzar Housing Society, Rawalpindi",2,6 Marla,3
"5 Marla Duble Story house for sale in wah

cantt","Rs.  7,500,000",7500000, Wah,"GT Road, Wah",5,5 Marla,5
10 MARLA LUXURY HOUSE FOR SALE,"Rs.  36,000,000",36000000, Lahore,"Johar Town, Lahore",5,10 Marla,6
10 Marla 5 Bed Hot Location House For Sale,"Rs.  36,000,000",36000000, Lahore,"Bahria Orchard Phase 1 - Eastern, Lahore",5,10 Marla,6
22 kanal furnished farm house for sale.,"Rs.  150,000,000",150000000, Lahore,"Gajju Matah, Lahore",4,22 Kanal,4
5 MARLA BRAND NEW HOUSE FOR SALE IN JINNAH BLOCK SECTOR E BAHRIA TOWN LAHORE,"Rs.  19,800,000",19800000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,5 Marla,4
3 Years Installment Plus Cash Based 5 Marla House In Bahria Town Lahore,"Rs.  19,400,000",19400000, Lahore,"Bahria Town - Sector E, Lahore",3,5 Marla,3
Designer 5 Bed 1 Kanal House for Sale,"Rs.  82,000,000",82000000, Lahore,"Lake City - Sector M-3, Lahore",5,1 Kanal,5
3 Years Installment Plus Cash Based 3 Marla Spanish House At Multan Ro,"Rs.  9,000,000",9000000, Lahore,"Multan Road, Lahore",3,3 Marla,3
Well-constructed House Available For sale In Lahore Smart City,"Rs.  14,560,000",14560000, Lahore,"Lahore Smart City, Lahore",5,20 Marla,5
10 Marla Beautiful And Well Constructed Used House With Gas At Ideal Location Is For Sale In Bahria Orchard Phase 1 - Central Lahore,"Rs.  28,500,000",28500000, Lahore,"Bahria Orchard Phase 1 - Central, Lahore",5,10 Marla,6
4 marla House on Stam for sale,"Rs.  6,000,000",6000000, Faisalabad,"Jhumra Road, Faisalabad",3,4 Marla,2
5 Marla House For Sale In Bahria Town Phase 8,"Rs.  20,000,000",20000000, Rawalpindi,"Bahria Town Phase 8 - Safari Valley, Rawalpindi",3,5 Marla,3
10 Marla Brand New10 Marla House For Sale With Premium Amenities In Central Block Bahria Orchard Raiwind Lahore.,"Rs.  36,000,000",36000000, Lahore,"Bahria Orchard Phase 1 - Central, Lahore",5,10 Marla,6
5 Marla Brand New Modern House For Sale in Etihad town Phase 1 Lahore,"Rs.  28,500,000",28500000, Lahore,"Etihad Town Phase 1, Lahore",3,5 Marla,4
DHA 9 Town Owner Build Brand New Luxury Bungalow Hot Deal Cheapest Price One Call Deal,"Rs.  19,500,000",19500000, Lahore,"DHA 9 Town, Lahore",4,5 Marla,5
Fully Basement With Modern Furnished Interior 2 Kanal House For Sale,"Rs.  390,000,000",390000000, Lahore,"DHA Phase 6, Lahore",6,2 Kanal,6
Get Your Dream House In Gulshan Abad,"Rs.  28,000,000",28000000, Rawalpindi,"Gulshan Abad, Rawalpindi",6,10 Marla,6
Ideal House For sale In Bahria Town Phase 3,"Rs.  43,000,000",43000000, Rawalpindi,"Bahria Town Phase 3, Rawalpindi",5,10 Marla,5
Amazing Offer for 1 Kanal House With Extra Kanal Lawn in Phase 6,"Rs.  149,500,000",149500000, Lahore,"DHA Phase 6, Lahore",5,2 Kanal,5
1 Kanal Brand New Type House With Gas 80,"Rs.  58,500,000",58500000, Lahore,"Bahria Town - Sector E, Lahore",6,20 Marla,6
8-Marla Brand New Ultra Modern House For Sale In Valencia Town Lahore,"Rs.  31,000,000",31000000, Lahore,"DHA 11 Rahbar, Lahore",5,8 Marla,5
HOUSE FOR SALE IN PHASE 9 TOWN,"Rs.  31,000,000",31000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
house for sale,"Rs.  14,500,000",14500000, Sialkot,"Muradpur, Sialkot",3,6 Marla,4
3 Marla Double Storey House For Sale In D Block Hamza Town Lahore,"Rs.  6,500,000",6500000, Lahore,"Hamza Town Phase 2 - Sector D, Lahore",3,3 Marla,4
1 Kanal Most Luxury Modern Design Lavish Bungalow for Sale,"Rs.  79,500,000",79500000, Lahore,"DHA Phase 6, Lahore",6,20 Marla,5
Prime Location,"Rs.  62,000,000",62000000, Lahore,"DHA Phase 5, Lahore",5,10 Marla,5
5 Marla Beautifully Designed House For Sale At Park View City Lahore,"Rs.  12,500,000",12500000, Lahore,"Central Park Housing Scheme, Lahore",4,3 Marla,4
5 Marla Brand New Designer House For Sale,"Rs.  20,800,000",20800000, Lahore,"Architects Engineers Society - Block A, Lahore",5,5 Marla,5
d block street 17 house for sale,"Rs.  15,500,000",15500000, Jhelum,"Citi Housing Scheme, Jhelum",4,5 Marla,4
5 MARLA VIP HOUSE OWNER BUILD FOR SALE BAHIRA TOWN LAHORE,"Rs.  22,000,000",22000000, Lahore,"Bahria Town - Sector D, Lahore",3,5 Marla,4
3 marla brand new spanish house is available for sale in pcsir staff colony,"Rs.  11,000,000",11000000, Lahore,"PCSIR Staff Colony, Lahore",3,3 Marla,3
3.5 Marla Dubble unit house for sale ( near Brains College),"Rs.  13,500,000",13500000, Lahore,"Walton Road, Lahore",3,3 Marla,5
"Locative Location, 5 Marla House With Premium Amenities Is Available For Sale In Bahria Orchard","Rs.  16,000,000",16000000, Lahore,"OLC - Block A, Lahore",3,5 Marla,4
5 Marla Villa Early Bird Block New Metro City Gujar Khan For Sale,"Rs.  10,400,000",10400000, Gujar Khan,"New Metro City Sector 1 - Early Bird Block A, Gujar Khan",4,5 Marla,4
4 Marla brand new house,"Rs.  26,000,000",26000000, Lahore,"Rustam Park, Lahore",4,4 Marla,5
8 Kanal Luxury With Furnished Farm House For Sale In Main Barki Road,"Rs.  127,500,000",127500000, Lahore,"Barki Road, Lahore",5,8 Kanal,5
35 Marla Solid House For Sale,"Rs.  170,000,000",170000000, Lahore,"Model Town - Block D, Lahore",5,35 Marla,6
"4 Marla Double Storey Gray Structure 4 Bedrooms House At Very Reasonable Price, Band Road Barda Sanda, 4 Number T Mohala Najaat Pura Near Butt Chowk Lahore.","Rs.  7,800,000",7800000, Lahore,"Sanda, Lahore",4,4 Marla,3
3 Years Installment Plus Cash Based 3 Marla Spanish House Near Thokar,"Rs.  9,000,000",9000000, Lahore,"Thokar Niaz Baig, Lahore",3,3 Marla,3
Beautiful House For Sale In Shahabpura (Power House),"Rs.  15,000,000",15000000, Sialkot,"Shahabpura Road, Sialkot",4,4 Marla,4
5 Marla Brand New House Is Ready For Sale In O L C - A Block,"Rs.  14,500,000",14500000, Lahore,"OLC - Block A, Lahore",3,5 Marla,5
